event,date,label,image
http://www.wikidata.org/entity/Q28713898,1989-06-06T00:00:00Z,Death and state funeral of Ruhollah Khomeini,http://commons.wikimedia.org/wiki/Special:FilePath/Funeral%20of%20Ruhollah%20Khomeini%2C%204%20June%201989%20%285%29.jpg
http://www.wikidata.org/entity/Q104869138,1971-08-28T00:00:00Z,We Demand Rally,http://commons.wikimedia.org/wiki/Special:FilePath/Ottawa2-copy.jpg
http://www.wikidata.org/entity/Q106901219,1968-01-01T00:00:00Z,1968–69 Japanese university protests,http://commons.wikimedia.org/wiki/Special:FilePath/Kanda%20Quartier%20latin19680621.jpg
http://www.wikidata.org/entity/Q106901219,1969-01-01T00:00:00Z,1968–69 Japanese university protests,http://commons.wikimedia.org/wiki/Special:FilePath/Kanda%20Quartier%20latin19680621.jpg
http://www.wikidata.org/entity/Q106901219,1968-01-01T00:00:00Z,1968–69 Japanese university protests,http://commons.wikimedia.org/wiki/Special:FilePath/Kanda%20Quartier%20latin19680621-2.jpg
http://www.wikidata.org/entity/Q106901219,1969-01-01T00:00:00Z,1968–69 Japanese university protests,http://commons.wikimedia.org/wiki/Special:FilePath/Kanda%20Quartier%20latin19680621-2.jpg
http://www.wikidata.org/entity/Q106901219,1968-01-01T00:00:00Z,1968–69 Japanese university protests,http://commons.wikimedia.org/wiki/Special:FilePath/Tokyo%20Univercity%20of%20education19680801.jpg
http://www.wikidata.org/entity/Q106901219,1969-01-01T00:00:00Z,1968–69 Japanese university protests,http://commons.wikimedia.org/wiki/Special:FilePath/Tokyo%20Univercity%20of%20education19680801.jpg
http://www.wikidata.org/entity/Q43378,1902-11-21T00:00:00Z,Thousand Days' War,http://commons.wikimedia.org/wiki/Special:FilePath/Lautaro%20Sinking%20I.jpg
http://www.wikidata.org/entity/Q129053,1947-08-15T00:00:00Z,partition of India,http://commons.wikimedia.org/wiki/Special:FilePath/Partition%20of%20India%201947%20en.svg
http://www.wikidata.org/entity/Q208484,1975-04-13T00:00:00Z,Lebanese Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Martyrs%20Square%201982.jpg
http://www.wikidata.org/entity/Q211855,1918-05-15T00:00:00Z,Finnish Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Red%20officers.jpg
http://www.wikidata.org/entity/Q213394,1983-07-23T00:00:00Z,Sri Lankan Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/KilinochchiWaterTowerDestroyedByLTTE.JPG
http://www.wikidata.org/entity/Q10859,1939-04-01T00:00:00Z,Spanish Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Soldrepteruel1937.jpg
http://www.wikidata.org/entity/Q142529,1992-01-11T00:00:00Z,Algerian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Arr%C3%AAt%20du%20processus%20%C3%A9lectoral%20de%201991%20en%20Alg%C3%A9rie.jpg
http://www.wikidata.org/entity/Q158044,1942-01-01T00:00:00Z,Operation Reinhard,http://commons.wikimedia.org/wiki/Special:FilePath/J%C4%99drzej%C3%B3w.%20Ul.%20Stra%C5%BCacka.%20Pierwszy%20transport%20%C5%BByd%C3%B3w%20z%20getta%20do%20niemieckiego%20obozu%20zag%C5%82ady%20w%20Treblince%2C%2016.IX.1942.jpg
http://www.wikidata.org/entity/Q179975,1946-03-31T00:00:00Z,Chinese Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Shangtang.jpg
http://www.wikidata.org/entity/Q361,1918-11-11T00:00:00Z,World War I,http://commons.wikimedia.org/wiki/Special:FilePath/WWImontage.jpg
http://www.wikidata.org/entity/Q362,1945-09-02T00:00:00Z,World War II,http://commons.wikimedia.org/wiki/Special:FilePath/Belgian%20World%20War%20Memorial%20stone%20%28Leuven%29.jpg
http://www.wikidata.org/entity/Q909737,1968-10-02T00:00:00Z,Tlatelolco massacreo,http://commons.wikimedia.org/wiki/Special:FilePath/15-07-20-Plaza-de-las-tres-Culturas-RalfR-N3S%209336.jpg
http://www.wikidata.org/entity/Q2585350,1991-01-01T00:00:00Z,"March 9, 1991 protest",http://commons.wikimedia.org/wiki/Special:FilePath/Demonstracije%20Terazijska%20cesma%201.jpg
http://www.wikidata.org/entity/Q3297459,1935-10-24T00:00:00Z,Río Piedras massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Albizu%20Campos%20raising%20his%20hat%20to%20a%20crowd%2C%201936.jpg
http://www.wikidata.org/entity/Q52967,1956-06-01T00:00:00Z,Poznań 1956 protests,http://commons.wikimedia.org/wiki/Special:FilePath/Poznan%201956.jpg
http://www.wikidata.org/entity/Q99717,1989-01-01T00:00:00Z,1989 Tiananmen Square protests and massacre,http://commons.wikimedia.org/wiki/Special:FilePath/%E8%92%B2%E5%BF%97%E5%BC%B719890510.jpg
http://www.wikidata.org/entity/Q2327438,1948-04-09T00:00:00Z,Bogotazo,http://commons.wikimedia.org/wiki/Special:FilePath/Bogotazo.jpg
http://www.wikidata.org/entity/Q4663118,1929-11-01T00:00:00Z,Somorika Women,http://commons.wikimedia.org/wiki/Special:FilePath/Aba%20Women%20of%20Nigeria%20%28early%2020th%20century%29.jpg
http://www.wikidata.org/entity/Q4663118,1929-12-01T00:00:00Z,Somorika Women,http://commons.wikimedia.org/wiki/Special:FilePath/Aba%20Women%20of%20Nigeria%20%28early%2020th%20century%29.jpg
http://www.wikidata.org/entity/Q5004955,1968-05-03T00:00:00Z,Båstad riots,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A5stads%20riots%201968.jpg
http://www.wikidata.org/entity/Q5110707,1933-08-16T00:00:00Z,Christie Pits riot,http://commons.wikimedia.org/wiki/Special:FilePath/Christie%20Pits%20riot.jpg
http://www.wikidata.org/entity/Q5894145,1956-10-01T00:00:00Z,Hong Kong 1956 riots,http://commons.wikimedia.org/wiki/Special:FilePath/1956riot%2004.jpg
http://www.wikidata.org/entity/Q6743,1968-01-01T00:00:00Z,May 1968 protests in France,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20July%201968.jpg
http://www.wikidata.org/entity/Q640607,2000-10-05T00:00:00Z,Overthrow of Slobodan Milošević,http://commons.wikimedia.org/wiki/Special:FilePath/Petooktobarska%20revolucija.png
http://www.wikidata.org/entity/Q697547,1935-12-09T00:00:00Z,December 9th Movement,http://commons.wikimedia.org/wiki/Special:FilePath/Beijing-1935.jpg
http://www.wikidata.org/entity/Q697547,1935-12-09T00:00:00Z,December 9th Movement,http://commons.wikimedia.org/wiki/Special:FilePath/Huang%20Jing%2012-9%20Movement.jpg
http://www.wikidata.org/entity/Q6743,1968-01-01T00:00:00Z,May 1968 protests in France,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20July%201968.jpg
http://www.wikidata.org/entity/Q617883,1964-04-01T00:00:00Z,1964 Hama riot,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20the%201964%20Hama%20Riot.svg
http://www.wikidata.org/entity/Q699295,1927-03-24T00:00:00Z,Nanking incident of 1927,http://commons.wikimedia.org/wiki/Special:FilePath/National%20Government%20of%20the%20R.O.C.jpg
http://www.wikidata.org/entity/Q710671,1905-09-05T00:00:00Z,Hibiya incendiary incident,http://commons.wikimedia.org/wiki/Special:FilePath/Hibiya%20Incendiary%20Incident2.JPG
http://www.wikidata.org/entity/Q760020,1970-01-01T00:00:00Z,Polish 1970 protests,http://commons.wikimedia.org/wiki/Special:FilePath/Polish%201970%20protests%20-%20Zbyszek%20Godlewski%20body.jpg
http://www.wikidata.org/entity/Q1104917,1931-05-14T00:00:00Z,Ådalen shootings,http://commons.wikimedia.org/wiki/Special:FilePath/1led0513adalen.jpg
http://www.wikidata.org/entity/Q1503280,1997-01-01T00:00:00Z,Albanian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/970315-N-0000S-008%20NEO%20Operations%20USMC.jpg
http://www.wikidata.org/entity/Q2281806,1929-08-29T00:00:00Z,1929 Arab riots in Palestine,http://commons.wikimedia.org/wiki/Special:FilePath/Desecrated%20synagogue%2C%20Hebron%201929.jpg
http://www.wikidata.org/entity/Q2281806,1929-08-29T00:00:00Z,1929 Arab riots in Palestine,http://commons.wikimedia.org/wiki/Special:FilePath/Jewish%20child%20victim%20of%20Arab%20riots%20in%20Hebron%2C%201929.jpg
http://www.wikidata.org/entity/Q2496712,1963-01-01T00:00:00Z,1963 demonstrations in Iran,http://commons.wikimedia.org/wiki/Special:FilePath/15khordad1.jpg
http://www.wikidata.org/entity/Q2897094,1977-01-18T00:00:00Z,1977 Egyptian Bread Riots,http://commons.wikimedia.org/wiki/Special:FilePath/1977%20Cairo%20riots%20and%20fires.jpg
http://www.wikidata.org/entity/Q2916092,1979-05-01T00:00:00Z,White Night riots,http://commons.wikimedia.org/wiki/Special:FilePath/Rioters%20outside%20San%20Francisco%20City%20Hall%20May%2021%201979.jpg
http://www.wikidata.org/entity/Q3388248,1968-03-01T00:00:00Z,Battle of Valle Giulia,http://commons.wikimedia.org/wiki/Special:FilePath/Battaglia%20di%20Valle%20Giulia.gif
http://www.wikidata.org/entity/Q3481304,1949-03-30T00:00:00Z,1949 anti-NATO riot in Iceland,http://commons.wikimedia.org/wiki/Special:FilePath/Fighting%20breaks%20out%20between%20anti-%20and%20pro-NATO%20supporters%2C%20and%20police..jpg
http://www.wikidata.org/entity/Q3588245,1970-12-20T00:00:00Z,Koza riot,http://commons.wikimedia.org/wiki/Special:FilePath/Koza%20Riot%203.jpg
http://www.wikidata.org/entity/Q4582953,1986-02-25T00:00:00Z,1986 Egyptian Conscription Riot,http://commons.wikimedia.org/wiki/Special:FilePath/04%20Zeitungsartikel%20von%20dem%20Aufstand.jpg
http://www.wikidata.org/entity/Q183375,1951-05-23T00:00:00Z,Seventeen Point Agreement,http://commons.wikimedia.org/wiki/Special:FilePath/Seventeen-Point%20Plan%20Chinese%201.jpg
http://www.wikidata.org/entity/Q196731,1940-09-02T00:00:00Z,destroyers-for-bases deal,http://commons.wikimedia.org/wiki/Special:FilePath/Wickes%20class%20destroyers%20before%20transfer%20to%20the%20UK%201940.JPG
http://www.wikidata.org/entity/Q5299900,1945-10-10T00:00:00Z,Double Tenth Agreement,http://commons.wikimedia.org/wiki/Special:FilePath/Shuangshixieding.jpg
http://www.wikidata.org/entity/Q16702239,1969-06-23T00:00:00Z,1969 Yukhnov mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/Yukhnov%20mid-air%20collision%205.jpg
http://www.wikidata.org/entity/Q20828539,1997-09-13T00:00:00Z,1997 Namibia mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/Flugzeugabsturz1997.jpg
http://www.wikidata.org/entity/Q56279158,1937-08-13T00:00:00Z,Uba riots of 1937,http://commons.wikimedia.org/wiki/Special:FilePath/Union%20Flacq%20Estate.jpg
http://www.wikidata.org/entity/Q214426,1920-05-21T00:00:00Z,Mexican Revolution,http://commons.wikimedia.org/wiki/Special:FilePath/Revoluci%C3%B3n%20mexicana%201915.svg
http://www.wikidata.org/entity/Q257724,1974-09-12T00:00:00Z,Ethiopian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/T-62%20et%20T-55%20d%C3%A9truits%20durant%20la%20guerre%20civile%20%C3%A9thiopienne%20en%201991.jpg
http://www.wikidata.org/entity/Q1070890,1991-12-22T00:00:00Z,Georgian Civil War of 1991-1993,http://commons.wikimedia.org/wiki/Special:FilePath/1993%20Georgia%20war1.svg
http://www.wikidata.org/entity/Q1122110,1997-06-27T00:00:00Z,Tajikistani Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Spetsnaz%20troopers%20during%20the%201992%20Tajik%20war.jpg
http://www.wikidata.org/entity/Q1154912,1997-11-24T00:00:00Z,Iraqi Kurdish Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/KDP%20and%20PUK%20controlled%20areas%20of%20Kurdistan.png
http://www.wikidata.org/entity/Q1276892,1986-01-24T00:00:00Z,South Yemen Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/South%20Yemen.png
http://www.wikidata.org/entity/Q657661,1992-10-04T00:00:00Z,Mozambican Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/LocationMozambique.svg
http://www.wikidata.org/entity/Q717809,1929-09-01T00:00:00Z,Central Plains War,http://commons.wikimedia.org/wiki/Special:FilePath/Chiang%20Kai-shek%27s%20army%20in%20the%20Central%20Plains%20War.jpg
http://www.wikidata.org/entity/Q748042,1922-06-28T00:00:00Z,Irish Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Secret%20Destination%20%286233259813%29.jpg
http://www.wikidata.org/entity/Q1477500,1989-12-24T00:00:00Z,First Liberian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Un-liberia.png
http://www.wikidata.org/entity/Q1781457,1998-06-07T00:00:00Z,Bissau-Guinean Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Bissau%20-%20Abandoned%20tank.JPG
http://www.wikidata.org/entity/Q1783607,1992-01-16T00:00:00Z,Salvadoran Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20memoria%20y%20verdad.JPG
http://www.wikidata.org/entity/Q829875,1970-01-15T00:00:00Z,Nigerian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Biafra%20independent%20state%20map-en.svg
http://www.wikidata.org/entity/Q1021172,1999-12-29T00:00:00Z,Republica oficina the Congo Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Location%20Republic%20of%20the%20Congo%20AU%20Africa.svg
http://www.wikidata.org/entity/Q306123,1934-02-12T00:00:00Z,Austrian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-00805%2C%20Wien%2C%20Februark%C3%A4mpfe%2C%20Bundesheer%202.jpg
http://www.wikidata.org/entity/Q426722,1990-10-01T00:00:00Z,Rwandan Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/RwandaRoads.jpg
http://www.wikidata.org/entity/Q647239,1993-10-21T00:00:00Z,Burundi Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Burundi%20map%20rus.svg
http://www.wikidata.org/entity/Q4202305,1981-07-18T00:00:00Z,1981 Armenia mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/Transporte%20Aereo%20Rioplatense%20Canadair%20CL-44.jpg
http://www.wikidata.org/entity/Q4564700,1940-09-29T00:00:00Z,1940 Brocklesby mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/Two%20Avro%20Ansons%20%28L9162%20and%20N4876%29%20%22piggyback%22%20in%20a%20paddock%20near%20Brocklesby%201.jpg
http://www.wikidata.org/entity/Q4566258,1948-04-05T00:00:00Z,1948 Gatow air disaster,http://commons.wikimedia.org/wiki/Special:FilePath/BEA%20Viking%201B%20at%20Manchester.jpg
http://www.wikidata.org/entity/Q4588340,1993-11-26T00:00:00Z,1993 Auckland mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/1993%20Auckland%20mid-air%20collision%20map.svg
http://www.wikidata.org/entity/Q6658665,1916-02-14T00:00:00Z,Liverpool riot of 1916,http://commons.wikimedia.org/wiki/Special:FilePath/News%20coverage%20of%20the%20Liverpool%20Riots%201916.jpg
http://www.wikidata.org/entity/Q7085899,1962-09-01T00:00:00Z,Ole Miss riot of 1962,http://commons.wikimedia.org/wiki/Special:FilePath/US%20Marshals%20at%20Ole%20Miss%20October%201962%20cph.3c35522.jpg
http://www.wikidata.org/entity/Q2909812,1997-02-04T00:00:00Z,1997 Israeli helicopter disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Ason%20Hameso.jpg
http://www.wikidata.org/entity/Q2909812,1997-02-04T00:00:00Z,1997 Israeli helicopter disaster,http://commons.wikimedia.org/wiki/Special:FilePath/IAF%20CH-53.jpg
http://www.wikidata.org/entity/Q2909812,1997-02-04T00:00:00Z,1997 Israeli helicopter disaster,http://commons.wikimedia.org/wiki/Special:FilePath/PikiWiki%20Israel%201228%20Events%20in%20Israel%20%D7%90%D7%AA%D7%A8%20%D7%94%D7%A0%D7%A6%D7%97%D7%94%20%D7%9C%D7%96%D7%9B%D7%A8%20%D7%90%D7%A1%D7%95%D7%9F%20%D7%94%D7%9E%D7%A1%D7%95%D7%A7%D7%99%D7%9D.jpg
http://www.wikidata.org/entity/Q1960733,1999-04-21T00:00:00Z,Second Liberian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Liberian%20rebels%20%28second%20civil%20war%29.png
http://www.wikidata.org/entity/Q1960733,1999-04-21T00:00:00Z,Second Liberian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/LURD%20child%20fighter.jpg
http://www.wikidata.org/entity/Q1960733,1999-04-21T00:00:00Z,Second Liberian Civil War,http://commons.wikimedia.org/wiki/Special:FilePath/Technical%20Liberia.jpg
http://www.wikidata.org/entity/Q15253897,1918-12-05T00:00:00Z,1918 protest in Zagreb,http://commons.wikimedia.org/wiki/Special:FilePath/Prosvjedi%205%20prosinca%201918%20MGZ%20080209.jpg
http://www.wikidata.org/entity/Q19853559,1991-11-15T00:00:00Z,1991 Miaoli train collision,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8F%B0%E9%90%B5%E9%80%A0%E6%A9%8B%E7%81%AB%E8%BB%8A%E5%B0%8D%E6%92%9E%E4%BA%8B%E6%95%85.jpg
http://www.wikidata.org/entity/Q113382,1966-01-17T00:00:00Z,1966 Palomares B-52 crash,http://commons.wikimedia.org/wiki/Special:FilePath/Palomares%20H-Bomb%20Incident.jpg
http://www.wikidata.org/entity/Q510468,1978-09-25T00:00:00Z,PSA Flight 182,http://commons.wikimedia.org/wiki/Special:FilePath/Psa182.png
http://www.wikidata.org/entity/Q768914,1976-09-10T00:00:00Z,1976 Zagreb mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/1976%20Zagreb%20mid-air%20collision%20computer%20graphics.png
http://www.wikidata.org/entity/Q1514690,1958-02-05T00:00:00Z,1958 Tybee Island mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/Mk15.jpg
http://www.wikidata.org/entity/Q2375128,1979-08-11T00:00:00Z,1979 Dniprodzerzhynsk mid-air collision,http://commons.wikimedia.org/wiki/Special:FilePath/Aeroflot%20Tu-134A%20CCCP-65854%20ZRH%20Jun%201977.png
http://www.wikidata.org/entity/Q328548,1989-11-04T00:00:00Z,Alexanderplatz demonstration,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20183-1989-1104-437%2C%20Berlin%2C%20Demonstration%20am%204.%20November.jpg
http://www.wikidata.org/entity/Q468823,1922-10-01T00:00:00Z,March on Rome,http://commons.wikimedia.org/wiki/Special:FilePath/Illustrazione%20Italiana%201922%20-%20Sul%20ponte%20Salario.jpg
http://www.wikidata.org/entity/Q836063,1959-06-20T00:00:00Z,Lauffen bus crash,http://commons.wikimedia.org/wiki/Special:FilePath/Lauffen%20am%20Neckar%20Busungl%C3%BCck%201959%20Gedenkstein%2020081229.jpg
http://www.wikidata.org/entity/Q959365,1932-09-09T00:00:00Z,Geneva massacre of 9 November 1932,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Senn%20PS%20X999%20108ASD001R%20Unruhen%20in%20Genf.jpg
http://www.wikidata.org/entity/Q1029489,1988-03-25T00:00:00Z,candle demonstration,http://commons.wikimedia.org/wiki/Special:FilePath/CapitalBratislava11Slovakia83.JPG
http://www.wikidata.org/entity/Q1061891,1965-01-01T00:00:00Z,Selma to Montgomery marches,http://commons.wikimedia.org/wiki/Special:FilePath/Bloody%20Sunday-Alabama%20police%20attack.jpeg
http://www.wikidata.org/entity/Q2428844,1999-11-30T00:00:00Z,1999 Seattle WTO protests,http://commons.wikimedia.org/wiki/Special:FilePath/WTO%20protest%20sign%20%2814988892087%29.jpg
http://www.wikidata.org/entity/Q2627784,1968-08-25T00:00:00Z,1968 Red Square demonstration,http://commons.wikimedia.org/wiki/Special:FilePath/Lobnoe%20place%20Moscow.jpg
http://www.wikidata.org/entity/Q2665991,1978-04-14T00:00:00Z,1978 Georgian demonstrations,http://commons.wikimedia.org/wiki/Special:FilePath/1977%20CPA%204774.jpg
http://www.wikidata.org/entity/Q2876263,1981-03-08T00:00:00Z,Brandsen rail disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Accidente%20brandsen%20rescate.jpg
http://www.wikidata.org/entity/Q3358934,1923-01-01T00:00:00Z,Klaipėda Revolt,http://commons.wikimedia.org/wiki/Special:FilePath/Memelland%201923-1939.png
http://www.wikidata.org/entity/Q3792606,1965-12-05T00:00:00Z,Glasnost Meeting,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA%20%D0%90.%D0%A1.%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD%D1%83%2001.JPG
http://www.wikidata.org/entity/Q4105542,1993-04-25T00:00:00Z,"March on Washington for Lesbian, Gay and Bi Equal Rights and Liberation",http://commons.wikimedia.org/wiki/Special:FilePath/%281993%29%20March%20on%20Washington%20for%20LGB%20Equal%20Rights%20and%20Liberation%20--%2001.jpg
http://www.wikidata.org/entity/Q4736123,1964-02-01T00:00:00Z,Altamirano rail disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Altamirano%20accidente%201964.jpg
http://www.wikidata.org/entity/Q4920802,1910-11-18T00:00:00Z,Black Friday,http://commons.wikimedia.org/wiki/Special:FilePath/Arrest%20of%20a%20suffragette%20on%20Black%20Friday1910-11-18%20%2822163159204%29.jpg
http://www.wikidata.org/entity/Q4920802,1910-11-18T00:00:00Z,Black Friday,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Daily%20Mirror%2C%2019%20November%201910%2C%20front%20page%20%28cleaned%29.png
http://www.wikidata.org/entity/Q5304755,1960-01-01T00:00:00Z,Draft-card burning,http://commons.wikimedia.org/wiki/Special:FilePath/DraftcardRenJuan.jpg
http://www.wikidata.org/entity/Q6257991,1971-12-10T00:00:00Z,John Sinclair Freedom Rally,http://commons.wikimedia.org/wiki/Special:FilePath/Yoko%20Ono%20and%20John%20Lennon%20at%20John%20Sinclair%20Freedom%20Rally.jpg
http://www.wikidata.org/entity/Q6931428,1907-02-09T00:00:00Z,Mud March,http://commons.wikimedia.org/wiki/Special:FilePath/Poster%20advertising%20the%20Mud%20March%20of%201907%20%28front%29.jpg
